Symbol,RSI_6M
IBM,89.76672909926785
EQT,89.5869191049914
CICHY,89.58333333333329
YARIY,89.46459412780658
NPSNY,89.43472409152086
EAT,89.35694909845222
HNRG,89.30921052631575
IBEX,89.2528147389969
HRTG,89.24731182795699
FNV,89.2443208159481
CPA,89.23654568210264
GFI,89.21052631578947
MRCY,89.20454545454547
FER,89.20233463035015
BHF,89.1229789318961
PRDO,89.10550458715596
OMAB,89.10025706940871
SLF,89.06752411575563
BSAC,89.04494382022477
NEU,89.02731912338643
MAG,88.98678414096916
SAP,88.93442622950812
ANPDY,88.8827926753995
RDVT,88.88162197514717
FOXA,88.84565499351493
ISBA,88.8349514563108
COOP,88.83169203222917
GBFH,88.80407124681935
DE,88.755980861244
EHC,88.73615883925162
DANOY,88.7218045112783
MUFG,88.70967741935496
KMI,88.69731800766283
PAYX,88.67801047120423
CHTR,88.64285011317783
FTNT,88.60182370820668
GILD,88.59616108392923
RBA,88.5606874328679
ACMR,88.55421686746989
QBTS,88.50758180367119
CRWD,88.4732492387995
HIG,88.4393063583815
BJRI,88.41259209645008
BSX,88.38475499092557
CRS,88.34367726920094
FYBR,88.33333333333331
LARK,88.33034111310594
TCEHY,88.32199546485259
ESQ,88.31282952548331
WTS,88.29259652851579
LI,88.26815642458102
KEP,88.26291079812206
PODD,88.24008138351982
EXE,88.22544642857143
BCH,88.21656050955411
XIACY,88.17934782608698
RBC,88.13384813384816
MYFW,88.12095032397401
CBNK,88.09182209469151
CRK,88.0851063829787
SGI,88.06584362139917
WILC,88.03986710963453
ESP,88.00792864222004
NEON,87.98283261802572
BFC,87.95240456122953
MNST,87.91540785498484
ABT,87.8886478669559
KTOS,87.87593984962405
FFIV,87.87538140356511
FRFHF,87.83753222669498
FNMAS,87.81725888324871
CYBR,87.81011916389929
TLN,87.55704289625798
KGC,87.54863813229571
HG,87.53117206982536
ERJ,87.49181401440735
TME,87.42393509127784
FEIM,87.37864077669902
PBI,87.30964467005069
ORANY,87.29641693811075
BAP,87.28789186079956
AEM,87.28557013118063
GNTY,87.21340388007053
CCHGY,87.20568636161707
UNFI,87.12446351931331
X,87.07547169811322
SWDBY,87.05882352941177
NATH,87.05293276108729
GCMG,87.02290076335878
NTES,87.01234567901236
SONY,86.97829716193655
HCMLY,86.97674418604662
SSYS,86.9706840390879
ASTE,86.92628650904037
URBN,86.88266750550488
CAH,86.87635574837293
DNKEY,86.87350835322194
IPI,86.84210526315793
TITN,86.81159420289856
WRB,86.80000000000001
HKXCY,86.72680412371132
SNEX,86.72340425531914
DRS,86.68032786885249
ASND,86.64067309665504
ESE,86.63656884875839
MELI,86.55445188547802
FOX,86.5136298421808
NC,86.48648648648651
BZ,86.44578313253014
RTX,86.43259644560032
SRBK,86.41975308641972
JG,86.25506985128436
BYDDF,86.22641509433961
PLYA,86.20689655172418
HSBC,86.18376928236086
MRX,86.17543859649123
SOBKY,86.1313868613138
PGR,86.10979649787036
NWG,85.99439775910368
TXNM,85.96750369276222
ORLA,85.85365853658536
AHR,85.80990629183401
RBKB,85.71428571428575
LTBR,85.70736434108525
XYF,85.67901234567901
DTEGY,85.66666666666667
TRP,85.64516129032256
VEON,85.61983471074383
HOOD,85.61983471074379
CASY,85.58573035513407
JFIN,85.54216867469881
AAMI,85.35714285714286
WPM,85.32731376975173
BKSC,85.27131782945739
PHAR,85.20408163265303
SSRM,85.15624999999999
EXEL,85.11693834160172
THFF,84.98942917547579
WRLD,84.89291915878835
BROS,84.7528290649196
DCTH,84.67836257309938
UVE,84.66257668711651
BLX,84.6580406654344
NAGE,84.59259259259261
CCB,84.57807953443256
LOMA,84.49999999999994
IIIV,84.45595854922277
HCI,84.44681988241584
RYAAY,84.40797186400938
BCS,84.39999999999998
MPAA,84.31876606683805
HMN,84.29752066115701
SIEGY,84.27707531610776
NXT,84.2627960275019
BNTC,84.21052631578947
IBDRY,84.13284132841324
BAESY,84.1254523522316
RSG,84.12242945958872
BNPQY,84.11386593204773
BKTI,84.0670859538784
YMM,84.0625
KBCSY,84.05197873597163
OR,84.03100775193793
SSBK,83.98203592814363
BBUC,83.93881453154872
SSREY,83.72641509433966
MLYS,83.68734069668649
ITRN,83.58208955223883
EADSY,83.57142857142863
CCEC,83.46368715083801
PERI,83.28981723237597
PLMR,83.26644025933928
CXW,83.21428571428567
MIELY,83.14950980392156
PSMT,83.0774479699761
CNP,83.06709265175716
CAAP,82.98319327731095
TATT,82.80936454849498
DRVN,82.80701754385967
VLGEA,82.55659121171769
CME,82.55070853014732
AMADY,82.52427184466035
VIRT,82.4884792626728
CAKE,82.39316239316238
SII,82.39254272397723
CTAS,82.17332734620567
LOAR,82.13533130414422
PUK,81.97115384615384
PAC,81.95571955719558
MT,81.86915887850463
CNM,81.84494602551518
LSBK,81.74807197943443
ANGO,81.69934640522877
GT,81.67330677290835
APEI,81.65024630541872
LNSTY,81.58458244111351
ACHR,81.50851581508513
EBAY,81.4873417721519
AZO,81.40758245145375
JOYY,81.33561643835604
KEN,81.31868131868133
XNGSY,81.30148270181222
FUTU,81.15866388308977
CSV,81.06060606060595
WMB,81.00092678405929
VSEC,80.82127858142795
ADYEY,80.76923076923079
SKE,80.71216617210682
ALL,80.6565064478312
UFCS,80.39215686274514
RYTM,80.36303630363037
WELL,80.36154478225143
OLLI,80.25686977299878
SENEA,80.16759776536311
MGIC,80.10899182561306
BBAR,80.06012024048096
CPRX,79.64601769911508
CBOE,79.64071856287426
PSO,79.61165048543691
USAU,79.50819672131144
TTWO,79.3623520427644
DRD,79.2834890965732
BHKLY,79.19725893294176
ALCO,79.16666666666663
TRV,79.13294797687865
VEEV,79.08400168847615
MO,79.07348242811504
BH,78.62756952841593
QFIN,78.59806114839674
MGYR,78.5714285714286
THG,78.35258663987945
ECBK,78.31325301204821
UNM,78.2719186785261
PBH,77.59197324414713
KRYAY,77.2678762006403
MDWD,77.02818104184459
FAST,77.0142180094787
HSAI,76.57864523536165
CGNT,76.41509433962266
STVN,75.20661157024789
TR,74.18772563176896
IROQ,71.93877551020427
PLNT,71.45390070921984
